unit_short,subject_ID,sex,age,years_of_education,group,country,unit,subject_ID of the matched participant,wais3,wais4,waisvocabulary,raven,digit_span,spatial_span,melody_span,nback,PROMSMELODYSCORE,PROMSTUNINGSCORE,PROMSBEATSCORE,PROMSSPEEDSCORE,PROMSTOTALSCORE,PROMSTOTALSCORENOMELODY,eBMRQ_MusicSeeking,eBMRQ_EmotionEvocation,eBMRQ_MoodRegulation,eBMRQ_SensoryMotor,eBMRQ_SocialReward,eBMRQ_MusicalAbsorption,eBMRQ_TOT,BMRQ_TOT,gold_msi_active_engagement,gold_msi_perceptual_abilities,gold_msi_musical_training,gold_msi_emotions,gold_msi_singing_abilities,gold_msi_general_sophistication,bfi_extraversion,bfi_agreeableness,bfi_conscientiousness,bfi_negative_emotionality,bfi_open_mindedness,ses_nuclear_family,AddMusicTraining[years],lastMusicActivity[years],training[years],MT05,melody_span_score,to_keep
AR_BuenosAires,20m8i24,male,24,17,musician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,20n2s23,NA,39,0.6842105263157895,17,11.5,14,27.5,13,8.5,5,5.5,8,27,18.5,18,20,15,19,14,14,100,86,47,53,42,30,44,105,38,33,32,40,54,66,NA,NA,14,10 or more,block12,TRUE
AR_BuenosAires,21m14m23,male,23,15,musician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,21n2f24,NA,34,0.5964912280701754,9,6.5,8.5,21,17,5,4.5,5,3.5,18,13,17,15,19,15,15,12,93,81,45,49,42,29,31,89,40,46,46,29,49,22,NA,NA,11,6-9,block12,FALSE
AR_BuenosAires,1n3g29,female,29,17,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,1m21c29,NA,38,0.6666666666666666,11,7,5,14.5,17,4.5,6.5,3.5,7,21.5,17,16,17,17,17,17,16,100,84,40,46,11,34,31,66,43,44,49,34,45,8,NA,NA,NA,0,block12,TRUE
AR_BuenosAires,2n8l22,female,22,16,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,2m20j21,NA,40,0.7017543859649122,24,12.5,13.5,18.5,26,2.5,4,6.5,5.5,18.5,16,10,16,15,19,16,8,84,76,24,49,16,35,31,63,40,55,28,42,41,58,1,5,NA,1,block12,TRUE
AR_BuenosAires,3n29n24,male,24,15,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,3m7g23,NA,34,0.5964912280701754,14,9,8,12.5,20,5.5,4,4,6.5,20,14.5,6,18,13,12,13,13,75,62,17,51,11,38,28,62,34,38,36,48,40,53,NA,NA,NA,0,block12,TRUE
AR_BuenosAires,4n26g29,female,29,16,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,4m3c30,NA,41,0.7192982456140351,19,8.5,8,17,22,6,2,5.5,4.5,18,12,14,16,16,19,17,9,91,82,30,40,15,34,32,65,29,45,32,36,52,58,1,5,NA,0.5,block12,FALSE
AR_BuenosAires,5n22L26,male,26,16,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,5m23l26,NA,37,0.6491228070175439,17,7.5,7,9,14,3.5,5,9,6,23.5,20,12,19,16,13,11,8,79,71,23,39,11,34,21,53,26,43,29,48,47,20,NA,NA,NA,0,block12,TRUE
AR_BuenosAires,6n26e26,male,26,15,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,6m6m26,NA,40,0.7017543859649122,15,8.5,6.5,15.5,18,6,6,4.5,4.5,21,15,8,13,13,15,7,6,62,56,15,42,7,30,22,42,31,53,36,40,47,53,NA,NA,NA,0,block12,FALSE
AR_BuenosAires,7n4l25,male,25,15,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,7m14l26,NA,34,0.5964912280701754,27,7,6.5,20.5,23,3,5.5,6,5,19.5,16.5,11,16,20,18,13,16,94,78,43,25,8,31,24,57,38,52,31,38,50,35,NA,NA,NA,0.5,block12,TRUE
AR_BuenosAires,8n29o30,female,30,17,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,8m24j30,NA,37,0.6491228070175439,20,7,6.5,14.5,10,3,3.5,4,7.5,18,15,12,15,19,20,13,11,90,79,28,23,7,36,15,37,40,53,45,36,50,8,NA,NA,NA,0,block12,FALSE
AR_BuenosAires,9n12m20,female,20,12,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,9m16l21,NA,23,0.40350877192982454,13,6,8,21.5,15,3.5,2.5,2.5,4.5,13,9.5,13,18,15,14,16,9,85,76,36,45,12,28,35,70,44,47,36,33,42,16,NA,NA,NA,0,block12,TRUE
AR_BuenosAires,10n5a23,female,23,14,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,10m25r24,NA,35,0.6140350877192983,25,11,11.5,17,24,6,5,6,5,22,16,14,20,14,17,17,11,93,82,40,50,11,38,28,63,40,41,21,30,46,37,1,5,NA,0,block12,TRUE
AR_BuenosAires,11n6f22,female,22,14,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,NA,NA,38,0.6666666666666666,20,10,8.5,14.5,21,2.5,5,5,4.5,17,14.5,11,19,14,15,7,7,73,66,22,34,7,25,23,36,35,36,46,42,46,58,NA,NA,NA,0,block12,TRUE
AR_BuenosAires,12n10Z22,female,22,16,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,12m23l22,NA,40,0.7017543859649122,23,8.5,8,28,13,5,5.5,5.5,4,20,15,17,19,20,18,15,18,107,89,38,44,12,40,18,55,38,44,45,49,56,63,1,5,NA,1,block12,TRUE
AR_BuenosAires,13n30c27,female,27,14,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,13m22a26,NA,37,0.6491228070175439,8,7.5,9,15.5,-6,2.5,3.5,3,3.5,12.5,10,17,20,20,20,18,19,114,95,46,45,13,38,32,72,38,42,31,44,52,22,NA,NA,NA,0,block12,TRUE
AR_BuenosAires,14n22m22,female,22,16,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,14m8a22,NA,36,0.631578947368421,17,8.5,8.5,19,26,4.5,5,7,7,23.5,19,7,18,17,17,12,11,82,71,18,44,7,32,30,50,41,46,43,30,31,44.5,NA,NA,NA,0,block12,TRUE
AR_BuenosAires,15n14l27,male,27,18,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,15m30j27,NA,36,0.631578947368421,7,12,8,18,-1,5,6,5,5.5,21.5,16.5,16,20,20,18,16,16,106,90,57,44,7,38,26,69,52,57,53,24,57,17,NA,NA,NA,0,block12,FALSE
AR_BuenosAires,16n16m24,female,24,15,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,16m9c25,NA,37,0.6491228070175439,15,11.5,7.5,23,10,4.5,4,4,7,19.5,15,16,18,20,19,15,18,106,88,39,37,12,34,30,64,43,52,39,43,48,34,NA,NA,NA,0,block12,FALSE
AR_BuenosAires,17n16d28,male,28,15,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,17m18m27,NA,35,0.6140350877192983,15,10,7.5,22.5,23,3.5,3,3.5,6,16,12.5,10,19,17,19,14,13,92,79,31,27,7,31,16,37,50,50,37,26,47,63.5,NA,NA,NA,0,block12,FALSE
AR_BuenosAires,18n19n30,male,30,19,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,18m17n30,NA,40,0.7017543859649122,25,11,8,19,19,5.5,4,3.5,6,19,13.5,16,20,20,20,17,15,108,93,36,63,7,39,37,66,41,56,48,18,58,45.5,NA,NA,NA,0,block12,FALSE
AR_BuenosAires,19n5d18,male,18,12,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,19m28m19,NA,29,0.5087719298245614,13,8.5,6,18,-2,5.5,5,3,3,16.5,11,14,17,17,19,9,16,92,76,35,41,9,34,28,58,30,44,39,43,45,66,NA,NA,NA,0,block12,TRUE
AR_BuenosAires,20n2s23,male,23,17,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,20m8i24,NA,36,0.631578947368421,16,12.5,8.5,18,25,7,3,7,5,22,15,12,17,16,17,10,15,87,72,26,47,10,39,25,61,40,34,52,32,54,63,2,5,NA,1,block12,TRUE
AR_BuenosAires,21n2f24,male,24,15,nonmusician,Argentina,Palermo University - Centro de Investigación en Neurociencia y Neuropsicología,21m14m23,NA,31,0.543859649122807,19,12.5,12.5,24.5,18,6,6,5,5.5,22.5,16.5,13,19,19,12,15,12,90,78,38,52,18,34,24,70,40,46,44,37,45,49,1,5,NA,0,block12,FALSE
AT_Innsbruck,13n1221,male,21,15,nonmusician,Austria,Innsbruck University – Department of Psychology,10m1121,NA,45,0.7894736842105263,19,9,11,31,23,6.5,5,8,7.5,27,20.5,12,14,15,15,14,14,84,70,27,33,7,32,16,39,55,47,54,17,51,57,NA,NA,NA,0,block12,FALSE
AT_Innsbruck,5m2416,female,24,15,musician,Austria,Innsbruck University – Department of Psychology,10n2824,NA,49,0.8596491228070176,14,9.5,7,24.5,22,7,7.5,6,5,25.5,18.5,17,20,19,18,20,19,113,94,43,61,47,39,28,98,47,53,39,53,57,46.5,NA,NA,15,10 or more,block12,FALSE
AT_Innsbruck,4n2821,female,21,14,nonmusician,Austria,Innsbruck University – Department of Psychology,11m0621,NA,48,0.8421052631578947,29,10,10,21,21,7.5,6,7,7,27.5,20,14,19,19,19,18,11,100,89,27,45,11,37,31,63,56,43,48,23,52,55.5,NA,NA,NA,0,block12,TRUE
AT_Innsbruck,16m2820,female,20,14,musician,Austria,Innsbruck University – Department of Psychology,11n2820,NA,36,0.631578947368421,11,10,10,22,-7,6,8,6,6.5,26.5,20.5,17,16,17,13,17,12,92,80,42,52,39,26,35,91,30,48,44,28,44,44,NA,NA,13,10 or more,block12,FALSE
AT_Innsbruck,5n0422,male,22,15,nonmusician,Austria,Innsbruck University – Department of Psychology,12m1821,NA,48,0.8421052631578947,15,8,7,16.5,10,5.5,3.5,5,5,19,13.5,12,20,20,10,20,19,101,82,32,49,7,37,32,65,58,58,46,20,57,60,NA,NA,NA,0,block12,TRUE
AT_Innsbruck,14m0124,male,24,17,musician,Austria,Innsbruck University – Department of Psychology,12n2424,NA,41,0.7192982456140351,24,9,8.5,16.5,21,6,4,6,3,19,13,18,20,20,12,18,19,107,88,49,54,40,38,39,101,42,52,45,35,41,31,NA,NA,12,10 or more,block12,TRUE
AT_Innsbruck,2n2325,female,25,17,nonmusician,Austria,Innsbruck University – Department of Psychology,13m0925,NA,49,0.8596491228070176,24,9,10,27.5,16,4.5,3.5,6,6,20,15.5,9,10,10,16,11,13,69,56,17,43,12,22,30,59,40,54,42,27,33,26,NA,NA,NA,0,block12,TRUE
AT_Innsbruck,10m1121,male,21,14,musician,Austria,Innsbruck University – Department of Psychology,13n1221,NA,51,0.8947368421052632,19,9,6.5,23.5,29,8.5,6.5,5.5,7,27.5,19,12,19,17,10,12,14,84,70,29,46,30,28,31,76,15,48,45,45,42,63,NA,NA,5,10 or more,block12,FALSE
AT_Innsbruck,12n2424,male,24,17,nonmusician,Austria,Innsbruck University – Department of Psychology,14m0124,NA,49,0.8596491228070176,32,11.5,12.5,16,23,3.5,4.5,4,6,18,14.5,9,15,12,10,10,10,66,56,17,45,10,29,31,56,34,41,40,25,40,47,NA,NA,NA,0,block12,TRUE
AT_Innsbruck,20m1328,female,28,19,musician,Austria,Innsbruck University – Department of Psychology,14n0327,NA,49,0.8596491228070176,25,9.5,8.5,29.5,23,6,7,8.5,6.5,28,22,17,15,18,9,18,20,97,77,47,63,44,33,32,103,48,41,53,24,46,8,NA,NA,10,10 or more,block12,TRUE
AT_Innsbruck,7m0424,female,24,17,musician,Austria,Innsbruck University – Department of Psychology,15n1124,NA,53,0.9298245614035088,21,10.5,6,33,21,7.5,4.5,6,5.5,23.5,16,14,19,20,20,18,20,111,91,43,61,33,39,39,97,47,53,47,34,50,64.5,NA,NA,5,10 or more,block12,FALSE
AT_Innsbruck,11n2820,female,20,13,nonmusician,Austria,Innsbruck University – Department of Psychology,16m2820,NA,30,0.5263157894736842,15,9,7.5,19,-2,5.5,3,4.5,4.5,17.5,12,8,13,13,13,9,4,60,56,16,40,11,23,19,37,38,52,49,26,46,33.5,NA,NA,NA,3-5,block12,FALSE
AT_Innsbruck,18m1122,female,22,16,musician,Austria,Innsbruck University – Department of Psychology,16n1722,NA,45,0.7894736842105263,28,9,11.5,24,26,8,6,7,4,25,17,20,11,12,16,18,17,94,77,44,51,43,30,30,94,37,47,33,28,49,43,NA,NA,16,10 or more,block12,TRUE
AT_Innsbruck,18n2723,female,23,17,nonmusician,Austria,Innsbruck University – Department of Psychology,17m2422,NA,52,0.9122807017543859,23,8.5,10,23,20,3.5,5,5.5,4.5,18.5,15,12,20,16,16,15,14,93,79,26,41,22,35,18,55,33,55,32,45,51,50,5,5,NA,6-9,block12,FALSE
AT_Innsbruck,21m1321,male,21,16,musician,Austria,Innsbruck University – Department of Psychology,17n1922,NA,41,0.7192982456140351,27,10.5,9.5,28.5,25,9,5,4,8,26,17,18,12,17,13,19,14,93,79,44,54,41,33,34,97,43,46,38,39,27,55,NA,NA,15,10 or more,block12,TRUE
AT_Innsbruck,16n1722,female,22,16,nonmusician,Austria,Innsbruck University – Department of Psychology,18m1122,NA,35,0.6140350877192983,19,7.5,9.5,10,22,6,5,1.5,3.5,16,10,17,20,20,20,18,19,114,95,38,32,7,37,22,51,37,37,34,46,54,30.5,NA,NA,NA,0,block12,TRUE
AT_Innsbruck,17m2422,female,22,17,musician,Austria,Innsbruck University – Department of Psychology,18n2723,NA,46,0.8070175438596491,18,10.5,9.5,37,22,9,7.5,5.5,5,27,18,20,19,19,19,19,20,116,96,49,59,49,41,36,110,51,54,42,29,51,21,NA,NA,12,10 or more,block12,FALSE
AT_Innsbruck,19n0519,female,19,13,nonmusician,Austria,Innsbruck University – Department of Psychology,19m1718,NA,47,0.8245614035087719,20,10,10,20.5,22,6,3.5,4,5.5,19,13,15,14,16,15,17,14,91,77,32,42,10,34,23,51,43,48,50,21,50,63,NA,NA,NA,0,block12,TRUE
AT_Innsbruck,19m1718,female,18,12,musician,Austria,Innsbruck University – Department of Psychology,19n0519,NA,49,0.8596491228070176,25,6,12,29,26,7,8,5.5,5.5,26,19,20,18,19,17,16,16,106,90,51,55,42,30,31,99,32,48,46,51,57,58,NA,NA,10,10 or more,block12,TRUE
AT_Innsbruck,20n0926,male,26,19,nonmusician,Austria,Innsbruck University – Department of Psychology,1m0426,NA,52,0.9122807017543859,28,10.5,10,21,25,2.5,5,5.5,6.5,19.5,17,4,6,8,4,5,4,31,27,9,44,7,10,13,33,46,51,50,32,41,26.5,NA,NA,NA,0,block12,FALSE
AT_Innsbruck,6m2723,female,23,17,musician,Austria,Innsbruck University – Department of Psychology,1n2623,NA,46,0.8070175438596491,20,10.5,6.5,24.5,21,8.5,7.5,6.5,7,29.5,21,17,16,20,15,15,17,100,83,46,59,41,37,39,103,49,56,52,23,50,40,NA,NA,4,10 or more,block12,FALSE
AT_Innsbruck,14n0327,female,27,18,nonmusician,Austria,Innsbruck University – Department of Psychology,20m1328,NA,41,0.7192982456140351,28,6.5,4.5,18.5,24,8,5,6,5.5,24.5,16.5,12,12,13,4,11,8,60,52,29,33,7,24,20,46,30,45,35,44,40,52,NA,NA,NA,0,block12,TRUE
AT_Innsbruck,1m0426,male,26,17,musician,Austria,Innsbruck University – Department of Psychology,20n0926,NA,56,0.9824561403508771,29,9.5,7.5,29,20,10,5,6,7,28,18,12,18,15,18,16,19,98,79,38,56,41,32,34,92,37,53,46,23,48,53,NA,NA,9,10 or more,block12,FALSE
AT_Innsbruck,17n1922,male,22,16,nonmusician,Austria,Innsbruck University – Department of Psychology,21m1321,NA,51,0.8947368421052632,20,6,7.5,20.5,16,2.5,3.5,3,2,11,8.5,12,11,14,10,12,9,68,59,20,35,8,25,19,41,25,44,42,29,38,35,NA,NA,NA,0,block12,TRUE
AT_Innsbruck,3n2020,female,20,14,nonmusician,Austria,Innsbruck University – Department of Psychology,2m1720,NA,40,0.7017543859649122,18,8,7,20,23,3,5,3.5,4,15.5,12.5,14,20,17,14,16,11,92,81,25,36,20,30,25,54,33,45,49,38,44,56,2,5,NA,2,block12,TRUE
AT_Innsbruck,13m0925,female,25,17,musician,Austria,Innsbruck University – Department of Psychology,2n2325,NA,48,0.8421052631578947,23,8,10.5,20,23,6.5,4,5,4,19.5,13,13,18,19,19,18,17,104,87,40,51,38,36,34,98,51,49,23,21,56,59.5,NA,NA,12,10 or more,block12,TRUE
AT_Innsbruck,6n1420,female,20,13,nonmusician,Austria,Innsbruck University – Department of Psychology,3m1619,NA,38,0.6666666666666666,19,10.5,8,19.5,25,3.5,5.5,7,6,22,18.5,14,14,15,13,16,14,86,72,29,48,12,38,18,55,52,53,45,30,52,35,NA,NA,NA,0,block12,TRUE
AT_Innsbruck,2m1720,female,20,15,musician,Austria,Innsbruck University – Department of Psychology,3n2020,NA,32,0.5614035087719298,25,12.5,9,26.5,18,8,7.5,8.5,7.5,31.5,23.5,19,18,18,20,19,20,114,94,50,61,45,38,39,110,42,34,49,37,55,29,NA,NA,12,10 or more,block12,TRUE
AT_Innsbruck,7n0220,female,20,14,nonmusician,Austria,Innsbruck University – Department of Psychology,4m2020,NA,33,0.5789473684210527,27,7.5,11,21,25,4.5,3.5,7,6.5,21.5,17,13,14,18,11,8,4,68,64,27,38,17,29,20,52,33,52,34,35,38,27.5,2,5,NA,3-5,block12,FALSE
AT_Innsbruck,11m0621,female,21,14,musician,Austria,Innsbruck University – Department of Psychology,4n2821,NA,41,0.7192982456140351,31,12,11,19.5,27,7,6,7,7,27,20,15,20,20,19,17,15,106,91,39,42,34,36,35,85,26,54,45,42,36,60.5,NA,NA,15,10 or more,block12,TRUE
AT_Innsbruck,10n2824,female,24,14,nonmusician,Austria,Innsbruck University – Department of Psychology,5m2416,NA,53,0.9298245614035088,18,11,8,16,22,3.5,5,3,6.5,18,14.5,16,20,17,14,16,16,99,83,37,48,18,34,23,67,25,46,44,46,45,58,5,3,NA,3-5,block12,FALSE
AT_Innsbruck,12m1821,male,21,15,musician,Austria,Innsbruck University – Department of Psychology,5n0422,NA,42,0.7368421052631579,6,6,5,23,0,7,5,7.5,5.5,25,18,9,20,19,13,12,10,83,73,23,52,36,31,36,80,42,45,35,38,42,8,NA,NA,11,10 or more,block12,TRUE
AT_Innsbruck,1n2623,female,23,17,nonmusician,Austria,Innsbruck University – Department of Psychology,6m2723,NA,46,0.8070175438596491,26,8,8,15.5,14,6,5.5,4.5,6.5,22.5,16.5,12,14,13,17,13,8,77,69,26,44,22,31,25,63,50,52,48,27,47,62,5,5,NA,6-9,block12,FALSE
AT_Innsbruck,3m1619,female,19,13,musician,Austria,Innsbruck University – Department of Psychology,6n1420,NA,41,0.7192982456140351,11,8,10,30,17,6.5,5.5,7,8,27,20.5,12,20,19,17,20,20,108,88,35,51,43,34,26,86,47,56,48,26,49,47.5,NA,NA,11,10 or more,block12,TRUE
AT_Innsbruck,15n1124,female,24,17,nonmusician,Austria,Innsbruck University – Department of Psychology,7m0424,NA,44,0.7719298245614035,24,10,11,24,23,4.5,6,5,6.5,22,17.5,16,17,20,18,13,9,93,84,29,35,7,34,21,49,28,37,27,58,33,43.5,NA,NA,NA,0,block12,FALSE
AT_Innsbruck,4m2020,female,20,13,musician,Austria,Innsbruck University – Department of Psychology,7n0220,NA,49,0.8596491228070176,17,8.5,8,46,24,9,8,9,7.5,33.5,24.5,15,13,20,18,19,9,94,85,43,59,43,35,38,103,38,51,41,25,53,8,NA,NA,12,10 or more,block12,FALSE
AT_Innsbruck,8n2328,female,28,18,nonmusician,Austria,Innsbruck University – Department of Psychology,8m3128,NA,40,0.7017543859649122,24,9,10.5,25.5,19,6,4,8,6,24,18,8,14,15,12,7,8,64,56,15,47,12,28,16,41,29,49,53,46,57,8,NA,NA,NA,0,block12,FALSE
AT_Innsbruck,8m3128,female,28,18,musician,Austria,Innsbruck University – Department of Psychology,8n2328,NA,53,0.9298245614035088,21,9.5,7.5,21.5,19,5.5,5.5,5.5,6,22.5,17,15,18,19,9,15,7,83,76,36,48,36,33,26,80,40,52,50,22,41,36,NA,NA,7,10 or more,block12,FALSE
AT_Innsbruck,9n2122,female,22,14,nonmusician,Austria,Innsbruck University – Department of Psychology,9m1722,NA,39,0.6842105263157895,14,9.5,8,16,19,5,6,6.5,4,21.5,16.5,15,20,20,19,17,18,109,91,35,36,16,36,24,63,39,51,37,35,43,34,NA,NA,NA,0.5,block12,TRUE
AT_Innsbruck,9m1722,female,22,14,musician,Austria,Innsbruck University – Department of Psychology,9n2122,NA,53,0.9298245614035088,16,10.5,7.5,35.5,22,7.5,6,8.5,7,29,21.5,16,18,20,11,15,15,95,80,41,60,37,39,36,97,41,39,54,43,50,50.5,NA,NA,12,10 or more,block12,TRUE
AT_Innsbruck,15m0529,male,29,16,musician,Austria,Innsbruck University – Department of Psychology,NA,NA,49,0.8596491228070176,21,10.5,7.5,21,15,7.5,7,7,6.5,28,20.5,15,17,19,13,19,17,100,83,44,59,44,40,41,109,51,48,31,34,52,48.5,NA,NA,11,10 or more,block12,TRUE
AU_Sydney,13m22n18,female,18,13,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",9n15m18,NA,45,0.7894736842105263,18,6.5,8.5,33.5,21,7,6.5,4,5.5,23,16,19,18,19,15,19,18,108,90,45,57,42,39,43,108,44,54,41,21,40,49.5,NA,NA,12,10 or more,block12,TRUE
AU_Sydney,25n9a22,female,22,17,nonmusician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",9m25v21,NA,44,0.7719298245614035,28,12,9.5,20.5,28,5.5,7,9,7,28.5,23,12,14,15,17,14,15,87,72,28,43,15,27,28,59,33,43,27,41,42,58,1,5,NA,1,block12,TRUE
AU_Sydney,16m21e18,male,18,15,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",8n11c19,NA,52,0.9122807017543859,23,13,12.5,29.5,25,7.5,7.5,6,7,28,20.5,18,19,20,18,19,19,113,94,55,57,40,42,28,99,38,43,43,48,50,63.5,NA,NA,13,10 or more,block12,TRUE
AU_Sydney,3m24w20,male,20,16,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",7n6t20,NA,48,0.8421052631578947,25,12.5,8,32.5,28,10,8,7,6.5,31.5,21.5,16,19,17,12,17,15,96,81,51,56,43,31,41,105,33,40,30,50,48,58,NA,NA,13,10 or more,block12,TRUE
AU_Sydney,25m25c18,female,18,13,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",6n3e18,NA,41,0.7192982456140351,20,11.5,8,26.5,15,5,6.5,6,7.5,25,20,18,20,20,18,20,20,116,96,56,62,40,42,45,115,52,42,53,52,55,54,NA,NA,10,10 or more,block12,TRUE
AU_Sydney,4m9j19,female,19,15,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",4n21a19,NA,37,0.6491228070175439,29,8.5,10,22,19,7,4.5,6,7,24.5,17.5,19,15,18,16,16,15,99,84,50,63,46,41,39,113,28,51,49,27,47,58,NA,NA,10,10 or more,block12,FALSE
AU_Sydney,4n21a19,female,19,14,nonmusician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",4m9j19,NA,44,0.7719298245614035,25,8.5,7.5,16.5,25,3.5,2.5,5,5,16,12.5,19,20,20,20,17,20,116,96,39,40,16,37,26,62,30,30,25,45,52,24,1,4,NA,0,block12,FALSE
AU_Sydney,7n6t20,male,20,15,nonmusician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",3m24w20,NA,38,0.6666666666666666,13,10,8,19.5,12,3.5,1.5,3.5,6,14.5,11,17,16,16,15,14,13,91,78,32,36,9,26,17,46,37,47,35,33,38,42,NA,NA,NA,0.5,block12,TRUE
AU_Sydney,28m8e29,male,29,17,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",28n28s29,NA,48,0.8421052631578947,15,10,8.5,31,17,7,7,7,5,26,19,16,20,20,16,15,20,107,87,39,63,44,42,43,103,38,38,40,27,46,62,NA,NA,23,10 or more,block12,TRUE
AU_Sydney,28n28s29,male,29,16,nonmusician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",28m8e29,NA,34,0.5964912280701754,24,8.5,8,17.5,23,2,4.5,4.5,6,17,15,8,11,15,17,10,7,68,61,20,33,7,24,15,34,37,48,41,27,43,51.5,NA,NA,NA,0,block12,TRUE
AU_Sydney,1m7j30,male,30,18,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",27n10a30,NA,46,0.8070175438596491,17,8,4,19.5,8,7,5,4.5,6.5,23,16,18,19,20,11,17,15,100,85,47,59,48,40,38,108,36,44,23,55,53,52,NA,NA,8,10 or more,block12,FALSE
AU_Sydney,17n3d19,female,19,15,nonmusician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",27m16i19,NA,15,0.2631578947368421,5,9.5,5.5,21,-17,6,4.5,3,3.5,17,11,14,17,13,15,15,13,87,74,37,38,14,28,28,60,39,35,38,36,34,53.5,1,5,NA,0.5,block12,TRUE
AU_Sydney,10m7c22,female,22,16,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",26n18e21,NA,40,0.7017543859649122,27,10,9,31,20,7,8,9,8,32,25,17,18,20,20,18,19,112,93,49,55,38,36,27,91,28,39,26,48,54,31,NA,NA,8,6-9,block12,FALSE
AU_Sydney,20n11f18,female,18,13,nonmusician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",26m4j18,NA,29,0.5087719298245614,13,12,10.5,27.5,-2,4,5.5,8,7,24.5,20.5,15,19,19,18,20,18,109,91,35,47,10,40,31,71,39,43,44,41,52,38,NA,NA,NA,0,block12,TRUE
AU_Sydney,9m25v21,female,21,16,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",25n9a22,NA,49,0.8596491228070176,29,19,12,42,26,8.5,5,7.5,5,26,17.5,16,19,17,14,17,19,102,83,43,54,41,38,25,89,33,43,37,41,48,59.5,NA,NA,11,10 or more,block12,TRUE
AU_Sydney,6n3e18,female,18,13,nonmusician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",25m25c18,NA,39,0.6842105263157895,11,11.5,8.5,21.5,17,6.5,4,5.5,7.5,23.5,17,13,12,16,16,12,14,83,69,32,40,12,30,23,60,32,42,34,41,45,58,NA,NA,NA,0,block12,TRUE
AU_Sydney,23m6j22,female,22,18,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",24n30k22,NA,51,0.8947368421052632,18,11.5,12.5,35,-17,8.5,7.5,7,4.5,27.5,19,15,14,10,13,17,15,84,69,45,52,41,33,32,94,34,38,45,41,46,44,NA,NA,16,10 or more,block12,TRUE
AU_Sydney,21n7o20,male,20,15,nonmusician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",24m29j20,NA,26,0.45614035087719296,19,15.5,12.5,17.5,-22,2,3,2.5,3.5,11,9,14,14,16,13,14,13,84,71,35,41,23,25,26,66,41,41,44,28,39,58,NA,NA,NA,2,block12,TRUE
AU_Sydney,17m14l25,female,25,19,musician,Australia,"Western Sydney University - MARCS Institute for Brain, Behaviour and Development",23n15k26,NA,55,0.9649122807017544,32,18,11.5,40,30,8,8,8,8,32,24,17,18,16,19,16,14,100,86,49,61,47,37,37,111,38,50,40,34,53,55.5,NA,NA,11,10 or more,block12,TRUE
