unit_short,subject_ID,sex,age,years_of_education,group,country,unit,subject_ID of the matched participant,wais3,wais4,waisvocabulary,raven,digit_span,spatial_span,melody_span,nback,PROMSMELODYSCORE,PROMSTUNINGSCORE,PROMSBEATSCORE,PROMSSPEEDSCORE,PROMSTOTALSCORE,PROMSTOTALSCORENOMELODY,eBMRQ_MusicSeeking,eBMRQ_EmotionEvocation,eBMRQ_MoodRegulation,eBMRQ_SensoryMotor,eBMRQ_SocialReward,eBMRQ_MusicalAbsorption,eBMRQ_TOT,BMRQ_TOT,gold_msi_active_engagement,gold_msi_perceptual_abilities,gold_msi_musical_training,gold_msi_emotions,gold_msi_singing_abilities,gold_msi_general_sophistication,bfi_extraversion,bfi_agreeableness,bfi_conscientiousness,bfi_negative_emotionality,bfi_open_mindedness,ses_nuclear_family,AddMusicTraining[years],lastMusicActivity[years],training[years],MT05,melody_span_score,to_keep
FR_Lille,6n29j22,female,22,15,nonmusician,France,Lille University - PSITEC,NA,NA,36,0.631578947368421,16,10.5,11,25.5,21,5,4.5,4,5,18.5,13.5,18,19,19,20,18,17,111,94,42,45,11,36,29,61,40,39,37,40,49,59,NA,NA,NA,0.5,block12,TRUE
FR_Lille,7m24e19,female,19,14,musician,France,Lille University - PSITEC,11n7l20,NA,46,0.8070175438596491,14,10.5,8.5,33,26,6.5,8,8.5,6.5,29.5,23,13,17,17,19,16,11,93,82,39,48,39,35,37,92,36,44,49,33,41,63.5,NA,NA,10,10 or more,block12,TRUE
FR_Lille,7n28k19,male,19,14,nonmusician,France,Lille University - PSITEC,3m6s18,NA,31,0.543859649122807,18,17,9.5,32.5,23,9.5,2.5,9,8,29,19.5,11,19,19,20,14,12,95,83,40,52,17,32,34,80,43,49,49,23,54,66,NA,NA,NA,0,block12,FALSE
FR_Lille,8m9e20,female,20,14,musician,France,Lille University - PSITEC,NA,NA,40,0.7017543859649122,23,11,NA,NA,24,8.5,7.5,6,6.5,28.5,20,17,18,19,17,17,16,104,88,47,48,37,37,25,85,43,46,54,38,48,56.5,NA,NA,10,6-9,NA,FALSE
FR_Lille,8n19l21,female,21,16,nonmusician,France,Lille University - PSITEC,10m2j20,NA,37,0.6491228070175439,17,14,10,23.5,28,9,3.5,9,6,27.5,18.5,16,16,18,17,15,15,97,82,33,43,8,31,24,55,49,35,37,52,39,61,NA,NA,NA,0,block12,TRUE
FR_Lille,9m1e20,female,20,15,musician,France,Lille University - PSITEC,NA,NA,44,0.7719298245614035,24,9.5,6.5,NA,NA,7.5,8,5.5,6,27,19.5,12,20,20,17,16,13,98,85,35,52,37,39,25,77,39,55,50,45,46,58,NA,NA,14,10 or more,NA,TRUE
FR_Lille,9n28t19,male,19,14,nonmusician,France,Lille University - PSITEC,2m13l18,NA,35,0.6140350877192983,13,13,10,33,21,9.5,5,7,6.5,28,18.5,15,19,14,19,14,18,99,81,44,53,16,35,33,82,32,45,39,38,48,66,NA,NA,1,0,block12,TRUE
FR_Lyon,1n20l26,female,26,17,nonmusician,France,Lyon Neuroscience Research Center,NA,NA,25,0.43859649122807015,25,8,10,21.5,5,5,6,5,6,22,17,19,20,20,17,20,14,110,96,46,57,10,40,34,70,58,52,54,45,52,30,NA,NA,NA,0,block12,TRUE
FR_Lyon,2n11j24,female,24,17,nonmusician,France,Lyon Neuroscience Research Center,16m30j24,NA,33,0.5789473684210527,22,11.5,7.5,18,20,3.5,2,4.5,5,15,11.5,17,16,20,19,17,11,100,89,45,43,8,37,27,63,49,52,53,49,47,53.5,NA,NA,NA,0,block12,TRUE
FR_Lyon,3n27m27,female,27,17,nonmusician,France,Lyon Neuroscience Research Center,5m21a27,NA,31,0.543859649122807,21,9,8.5,24,18,5,3.5,5,7,20.5,15.5,17,20,20,18,17,18,110,92,36,40,9,35,19,46,41,47,45,42,49,8,1,1,NA,0,block12,FALSE
FR_Lyon,4n24m22,female,22,16,nonmusician,France,Lyon Neuroscience Research Center,2m8n22,NA,18,0.3157894736842105,17,9.5,7.5,23.5,23,8.5,4,4,6,22.5,14,17,20,20,15,14,17,103,86,39,41,7,34,12,41,49,48,52,43,55,32,NA,NA,NA,0,block12,TRUE
FR_Lyon,5m21a27,female,27,16,musician,France,Lyon Neuroscience Research Center,3n27m27,NA,36,0.631578947368421,20,12,10.5,41.5,18,9,7,9,7,32,23,17,20,20,20,19,20,116,96,47,60,45,38,44,112,37,41,50,41,59,53,NA,NA,24,10 or more,block12,FALSE
FR_Lyon,6n13s23,female,23,16,nonmusician,France,Lyon Neuroscience Research Center,10m21e22,NA,21,0.3684210526315789,20,10,11.5,24,16,4.5,5,5.5,5.5,20.5,16,13,16,18,18,10,15,90,75,29,47,12,36,28,62,33,43,50,40,47,34.5,NA,NA,NA,0,block12,TRUE
FR_Lyon,7m7m22,male,22,16,musician,France,Lyon Neuroscience Research Center,10n30y21,NA,40,0.7017543859649122,34,12,12,37,30,7.5,5.5,8.5,6,27.5,20,19,18,20,17,19,16,109,93,53,48,35,35,25,83,30,42,48,49,51,61,NA,NA,10,10 or more,block12,TRUE
FR_Lyon,8m4m21,male,21,16,musician,France,Lyon Neuroscience Research Center,7n5j20,NA,37,0.6491228070175439,12,12,8.5,27,22,7,4.5,8,5.5,25,18,19,15,19,18,15,9,95,86,48,51,41,36,29,95,30,49,39,54,58,48,NA,NA,8,10 or more,block12,FALSE
FR_Lyon,9n23d24,male,24,19,nonmusician,France,Lyon Neuroscience Research Center,20m29c24,NA,31,0.543859649122807,29,13,10,27,28,7.5,6,5.5,7,26,18.5,9,11,16,10,9,5,60,55,21,32,8,23,29,40,36,57,47,25,44,34,NA,NA,NA,0,block12,TRUE
FR_Lyon,10m21e22,female,22,16,musician,France,Lyon Neuroscience Research Center,6n13s23,NA,39,0.6842105263157895,22,7.5,8.5,22.5,-1,7.5,6,4.5,6.5,24.5,17,15,19,19,19,19,17,108,91,44,48,40,39,27,94,54,51,28,44,53,49,NA,NA,12,10 or more,block12,TRUE
FR_Lyon,5n10d29,female,29,17,nonmusician,France,Lyon Neuroscience Research Center,18m31j30,NA,26,0.45614035087719296,12,9,8,19,20,5.5,3,5,4.5,18,12.5,7,16,16,15,7,10,71,61,12,20,13,21,13,30,16,32,31,59,20,8,NA,NA,NA,0,block12,TRUE
FR_Lyon,7n5j20,male,20,15,nonmusician,France,Lyon Neuroscience Research Center,8m4m21,NA,30,0.5263157894736842,24,10.5,8,22,3,8,4.5,6,4.5,23,15,7,16,12,14,12,10,71,61,14,35,14,28,28,53,42,42,38,35,47,31.5,1,1,NA,0,block12,FALSE
FR_Lyon,1m3r23,male,23,17,musician,France,Lyon Neuroscience Research Center,14n25l23,NA,37,0.6491228070175439,33,10,8.5,30,12,7,5,6,5,23,16,16,13,17,15,19,18,98,80,44,45,41,29,26,90,35,42,38,30,50,61,NA,NA,12,10 or more,block12,TRUE
FR_Lyon,2m8n22,female,22,17,musician,France,Lyon Neuroscience Research Center,4n24m22,NA,23,0.40350877192982454,18,10,7,34.5,-6,7.5,4.5,8.5,7,27.5,20,20,20,20,13,20,20,113,93,54,63,45,36,37,98,46,52,51,27,53,47,NA,NA,17,10 or more,block12,TRUE
FR_Lyon,8n2m21,male,21,15,nonmusician,France,Lyon Neuroscience Research Center,22m7c21,NA,17,0.2982456140350877,15,13,9,33.5,11,6.5,5.5,8,6,26,19.5,8,5,14,8,11,7,53,46,16,36,7,19,23,44,32,46,42,32,36,29,NA,NA,NA,0,block12,TRUE
FR_Lyon,3m6l19,female,19,15,musician,France,Lyon Neuroscience Research Center,23n19t20,NA,43,0.7543859649122807,22,12.5,9,36.5,21,10,8,6,6,30,20,17,20,18,16,19,20,110,90,50,52,45,39,41,113,48,47,35,42,55,66,NA,NA,14,10 or more,block12,TRUE
FR_Lyon,4m10t23,male,23,17,musician,France,Lyon Neuroscience Research Center,21n2t22,NA,25,0.43859649122807015,21,9,6.5,23.5,23,7,6,5.5,6,24.5,17.5,19,20,20,20,15,20,114,94,52,55,40,41,43,106,54,40,42,54,47,46.5,NA,NA,9,6-9,block12,FALSE
FR_Lyon,6m9m20,female,20,15,musician,France,Lyon Neuroscience Research Center,19n28p21,NA,28,0.49122807017543857,9,8.5,7,36,19,8.5,6,8,6.5,29,20.5,19,20,20,20,18,18,115,97,47,51,42,42,25,84,41,34,46,45,44,47,NA,NA,8,10 or more,block12,FALSE
FR_Lyon,9m30a26,male,26,15,musician,France,Lyon Neuroscience Research Center,22n3i25,NA,43,0.7543859649122807,24,12.5,9,33.5,-4,9.5,7,9.5,7.5,33.5,24,10,17,14,17,19,14,91,77,39,58,45,34,33,98,43,53,36,21,55,23,NA,NA,20,10 or more,block12,TRUE
FR_Lyon,10n30y21,male,21,16,nonmusician,France,Lyon Neuroscience Research Center,7m7m22,NA,30,0.5263157894736842,25,7.5,9.5,18.5,-2,2.5,5.5,5,3,16,13.5,19,14,19,20,17,12,101,89,44,44,9,32,27,63,35,51,26,28,44,31,NA,NA,NA,1,block12,TRUE
FR_Lyon,11m9j21,female,21,15,musician,France,Lyon Neuroscience Research Center,18n9e21,NA,31,0.543859649122807,32,11,10,32.5,23,7,5.5,7,7.5,27,20,17,20,20,20,19,20,116,96,45,53,46,40,40,102,45,55,48,42,56,66,NA,NA,12,10 or more,block12,TRUE
FR_Lyon,12m14l23,female,23,15,musician,France,Lyon Neuroscience Research Center,15n28e24,NA,34,0.5964912280701754,20,8.5,8,11.5,6,6.5,4.5,4.5,5.5,21,14.5,18,20,20,20,20,20,118,98,43,51,33,39,34,76,52,58,34,38,54,36.5,NA,NA,11,6-9,block12,FALSE
FR_Lyon,13m20l21,female,21,14,musician,France,Lyon Neuroscience Research Center,17n26c21,NA,37,0.6491228070175439,26,11.5,12,26.5,18,9,7,5.5,8,29.5,20.5,13,18,16,18,19,14,98,84,35,57,44,39,37,95,54,40,48,47,57,66,NA,NA,15,10 or more,block12,TRUE
FR_Lyon,14m23p28,male,28,14,musician,France,Lyon Neuroscience Research Center,24n7d27,NA,27,0.47368421052631576,13,8,6.5,21.5,19,9,8,4.5,7,28.5,19.5,18,20,20,16,19,20,113,93,48,62,41,38,39,111,38,44,22,55,57,38,NA,NA,3,2,block12,FALSE
FR_Lyon,15m21r29,female,29,16,musician,France,Lyon Neuroscience Research Center,16n12m30,NA,28,0.49122807017543857,21,13.5,10,23,14,6,5,5,6.5,22.5,16.5,15,20,20,9,17,18,99,81,43,41,41,39,25,81,27,48,39,47,54,58,NA,NA,10,10 or more,block12,TRUE
FR_Lyon,16m30j24,female,24,18,musician,France,Lyon Neuroscience Research Center,2n11j24,NA,33,0.5789473684210527,8,8.5,8,26,16,9.5,7,7.5,8,32,22.5,15,17,17,18,19,17,103,86,53,63,47,42,41,113,38,56,50,29,55,35,NA,NA,18,10 or more,block12,TRUE
FR_Lyon,11n3k24,female,24,18,nonmusician,France,Lyon Neuroscience Research Center,NA,NA,40,0.7017543859649122,13,11,10,24,18,3,6,4,6,19,16,12,20,20,20,10,9,91,82,27,35,9,38,22,45,48,41,56,45,47,48,NA,NA,NA,0,block12,TRUE
FR_Lyon,17m8s23,male,23,17,musician,France,Lyon Neuroscience Research Center,20n28g22,NA,33,0.5789473684210527,26,12,10.5,42,24,10,7,9.5,7.5,34,24,13,16,16,18,18,17,98,81,45,61,44,39,48,110,43,51,31,25,58,63.5,NA,NA,11,10 or more,block12,TRUE
FR_Lyon,18m31j30,female,30,17,musician,France,Lyon Neuroscience Research Center,5n10d29,NA,37,0.6491228070175439,18,10.5,10.5,30,23,10,6,7.5,5.5,29,19,20,20,20,20,20,18,118,100,55,55,45,38,38,106,37,52,40,40,50,66,NA,NA,19,10 or more,block12,TRUE
FR_Lyon,12n28a27,male,27,19,nonmusician,France,Lyon Neuroscience Research Center,NA,NA,38,0.6666666666666666,25,8.5,7.5,36,9,7.5,4,6.5,6.5,24.5,17,15,14,18,16,11,13,87,74,23,48,7,37,16,42,45,45,32,42,49,63,NA,NA,NA,0,block12,TRUE
FR_Lyon,19m5b27,male,27,16,musician,France,Lyon Neuroscience Research Center,NA,NA,31,0.543859649122807,20,11,8,37,-11,9,8,9,7.5,33.5,24.5,17,19,19,18,19,15,107,92,42,60,41,37,43,104,42,44,45,38,49,56,NA,NA,18,10 or more,block12,TRUE
FR_Lyon,20m29c24,male,24,19,musician,France,Lyon Neuroscience Research Center,9n23d24,NA,34,0.5964912280701754,16,8,6.5,30,4,7.5,7.5,4,8,27,19.5,19,20,20,20,20,20,119,99,55,62,48,40,41,116,50,51,38,37,56,61,NA,NA,18,10 or more,block12,TRUE
FR_Lyon,13n24l24,female,24,17,nonmusician,France,Lyon Neuroscience Research Center,NA,NA,27,0.47368421052631576,21,10,9.5,29.5,26,4,3.5,3.5,5.5,16.5,12.5,11,17,20,16,9,7,80,73,26,36,7,30,18,39,32,49,50,38,43,51.5,NA,NA,NA,0,block12,TRUE
FR_Lyon,14n25l23,male,23,17,nonmusician,France,Lyon Neuroscience Research Center,1m3r23,NA,35,0.6140350877192983,25,7,9,26.5,15,7,3,6.5,5.5,22,15,20,20,20,20,18,20,118,98,53,60,11,42,35,78,37,46,33,30,54,50,NA,NA,NA,0,block12,TRUE
FR_Lyon,15n28e24,female,24,16,nonmusician,France,Lyon Neuroscience Research Center,12m14l23,NA,30,0.5263157894736842,16,8,9,17.5,-7,4.5,2.5,0.5,1,8.5,4,7,11,10,13,14,7,62,55,28,13,8,28,14,29,29,49,38,54,56,37.5,NA,NA,NA,0,block12,FALSE
FR_Lyon,16n12m30,female,30,15,nonmusician,France,Lyon Neuroscience Research Center,15m21r29,NA,24,0.42105263157894735,20,8.5,7.5,19.5,-6,5,4,4.5,5,18.5,13.5,12,13,14,17,16,13,85,72,30,50,12,34,30,65,39,37,38,25,54,55.5,NA,NA,NA,0,block12,TRUE
FR_Lyon,17n26c21,female,21,15,nonmusician,France,Lyon Neuroscience Research Center,13m20l21,NA,18,0.3157894736842105,16,8,9,21,-14,2.5,4.5,3,4.5,14.5,12,16,9,18,16,16,14,89,75,37,29,7,27,18,49,43,48,52,29,35,41,NA,NA,NA,0,block12,TRUE
FR_Lyon,18n9e21,female,21,15,nonmusician,France,Lyon Neuroscience Research Center,11m9j21,NA,43,0.7543859649122807,29,8.5,10,18.5,14,4.5,5.5,6,3,19,14.5,9,17,19,19,12,10,86,76,25,34,9,36,15,39,40,50,30,45,53,33,NA,NA,NA,0,block12,TRUE
FR_Lyon,19n28p21,female,21,15,nonmusician,France,Lyon Neuroscience Research Center,6m9m20,NA,34,0.5964912280701754,12,8.5,9,20.5,-3,1.5,3,3.5,2.5,10.5,9,7,13,11,15,13,8,67,59,30,32,11,30,17,49,35,34,41,38,41,57,1,5,NA,1,block12,FALSE
FR_Lyon,20n28g22,male,22,17,nonmusician,France,Lyon Neuroscience Research Center,17m8s23,NA,34,0.5964912280701754,24,9,9,22.5,23,5.5,3,4.5,4.5,17.5,12,15,14,16,13,14,12,84,72,40,36,10,30,21,51,41,45,38,28,48,48.5,NA,NA,NA,0,block12,TRUE
FR_Lyon,21n2t22,male,22,17,nonmusician,France,Lyon Neuroscience Research Center,4m10t23,NA,29,0.5087719298245614,7,10,7.5,19.5,19,4.5,1,2.5,5.5,13.5,9,14,17,20,8,14,11,84,73,29,46,9,37,35,58,51,44,50,29,47,30,NA,NA,NA,0,block12,FALSE
FR_Lyon,22n3i25,male,25,14,nonmusician,France,Lyon Neuroscience Research Center,9m30a26,NA,33,0.5789473684210527,22,15.5,11,24.5,25,4,5.5,6.5,5,21,17,17,16,16,16,12,16,93,77,46,31,9,34,16,49,39,38,24,38,49,66,NA,NA,NA,0,block12,TRUE
FR_Lyon,23n19t20,female,20,14,nonmusician,France,Lyon Neuroscience Research Center,3m6l19,NA,36,0.631578947368421,10,7,7.5,17.5,16,5,4.5,5,7,21.5,16.5,17,20,20,16,18,16,107,91,37,50,7,38,32,64,44,51,43,48,49,51,NA,NA,NA,0,block12,TRUE
FR_Lyon,24n7d27,male,27,13,nonmusician,France,Lyon Neuroscience Research Center,14m23p28,NA,26,0.45614035087719296,12,11.5,11,27.5,17,5.5,2.5,5,5,18,12.5,14,20,19,18,17,12,100,88,40,40,7,37,20,52,38,53,45,30,50,56,NA,NA,NA,0,block12,FALSE
FR_Lyon,25n2c26,male,26,14,nonmusician,France,Lyon Neuroscience Research Center,NA,NA,30,0.5263157894736842,12,10.5,6,29,6,5,4.5,3,8,20.5,15.5,15,14,18,12,13,11,83,72,24,47,7,39,16,38,35,44,50,31,41,17,NA,NA,NA,0,block12,TRUE
FR_Lyon,21m31s29,male,29,17,musician,France,Lyon Neuroscience Research Center,NA,NA,32,0.5614035087719298,21,12.5,10,43,23,10,6.5,8,7,31.5,21.5,11,20,11,13,17,15,87,72,47,60,45,37,35,106,40,46,28,23,42,55.5,NA,NA,12,10 or more,block12,TRUE
FR_Lyon,22m7c21,male,21,15,musician,France,Lyon Neuroscience Research Center,8n2m21,NA,28,0.49122807017543857,26,11.5,10.5,34.5,22,9,6.5,8,6.5,30,21,18,17,20,9,18,16,98,82,48,52,43,40,30,99,45,47,37,33,46,66,NA,NA,10,10 or more,block12,TRUE
FR_Lyon,26n24l23,male,23,14,nonmusician,France,Lyon Neuroscience Research Center,23m14f22,NA,18,0.3157894736842105,23,8.5,11,16.5,25,4.5,4,3.5,6,18,13.5,7,19,16,15,13,12,82,70,20,47,7,37,23,43,41,35,29,31,57,47,NA,NA,NA,0,block12,TRUE
FR_Lyon,23m14f22,male,22,14,musician,France,Lyon Neuroscience Research Center,26n24l23,NA,27,0.47368421052631576,19,9,7.5,31,17,6.5,5,8,6.5,26,19.5,20,20,20,18,18,20,116,96,53,60,45,36,36,107,38,35,38,36,55,66,NA,NA,10,10 or more,block12,TRUE
IT_Bari,1m15m23,female,23,17,musician,Italy,Bari University - Department of Education Psychology and Communication,13n09e23,NA,41,0.7192982456140351,26,11.5,7.5,39.5,21,8,6,7,6.5,27.5,19.5,19,20,18,20,17,19,113,94,52,62,46,39,41,110,47,49,48,34,54,66,NA,NA,12,10 or more,block12,TRUE
IT_Bari,2m31b28,female,28,21,musician,Italy,Bari University - Department of Education Psychology and Communication,4n06r28,NA,48,0.8421052631578947,17,12,12,33,21,8,7.5,7.5,6,29,21,20,20,20,20,20,20,120,100,55,62,44,42,45,116,41,57,53,33,57,56.5,NA,NA,17,10 or more,block12,TRUE
IT_Bari,3m13f21,male,21,16,musician,Italy,Bari University - Department of Education Psychology and Communication,12n18g20,NA,55,0.9649122807017544,34,10.5,10.5,31.5,20,9,6,7.5,7,29.5,20.5,20,20,20,20,20,20,120,100,55,63,44,42,37,105,46,49,41,27,59,63.5,NA,NA,11,10 or more,block12,TRUE
IT_Bari,4m13f23,male,23,16,musician,Italy,Bari University - Department of Education Psychology and Communication,8n18d22,NA,41,0.7192982456140351,21,7.5,7,14.5,14,7,4.5,5,4.5,21,14,15,20,20,16,19,18,108,90,48,61,44,40,43,108,46,45,45,30,51,8,NA,NA,14,10 or more,block12,TRUE
IT_Bari,5m03l20,female,20,14,musician,Italy,Bari University - Department of Education Psychology and Communication,1n21m19,NA,40,0.7017543859649122,12,7.5,6,21,9,8,7,4.5,3,22.5,14.5,15,20,19,17,20,18,109,91,46,46,45,39,37,101,48,43,49,35,57,31,NA,NA,15,10 or more,block12,TRUE
IT_Bari,6m11j22,female,22,16,musician,Italy,Bari University - Department of Education Psychology and Communication,10n02v21,NA,53,0.9298245614035088,12,7.5,7.5,20.5,19,8.5,6.5,8.5,5.5,29,20.5,18,15,18,19,17,18,105,87,50,60,46,33,40,112,39,47,40,25,48,66,NA,NA,11,10 or more,block12,TRUE
IT_Bari,7m02g27,female,27,21,musician,Italy,Bari University - Department of Education Psychology and Communication,5n24p27,NA,46,0.8070175438596491,19,9,10,21.5,26,9.5,6,7.5,7.5,30.5,21,17,18,20,17,20,18,110,92,50,52,43,41,32,98,32,55,58,45,53,26,NA,NA,13,10 or more,block12,TRUE
IT_Bari,8m24a24,female,24,17,musician,Italy,Bari University - Department of Education Psychology and Communication,18n25a23,NA,46,0.8070175438596491,20,7,6.5,24.5,23,5.5,5.5,4.5,5,20.5,15,19,20,19,16,12,18,104,86,48,42,42,39,25,84,19,44,36,54,48,62,NA,NA,13,10 or more,block12,FALSE
IT_Bari,9m07c22,female,22,16,musician,Italy,Bari University - Department of Education Psychology and Communication,7n30a22,NA,47,0.8245614035087719,17,10.5,8,33.5,19,7,7,5,5.5,24.5,17.5,14,18,17,17,19,12,97,85,39,59,41,33,45,108,34,54,60,34,46,44.5,NA,NA,12,10 or more,block12,TRUE
IT_Bari,10m04g21,male,21,16,musician,Italy,Bari University - Department of Education Psychology and Communication,NA,NA,54,0.9473684210526315,29,10.5,8.5,31.5,27,8.5,8,7.5,4.5,28.5,20,17,20,17,8,19,13,94,81,44,54,43,37,26,90,44,45,35,30,58,35.5,NA,NA,15,10 or more,block12,TRUE
IT_Bari,11m26i24,female,24,17,musician,Italy,Bari University - Department of Education Psychology and Communication,17n06r24,NA,43,0.7543859649122807,18,9,6.5,31,20,8,3.5,1.5,2.5,15.5,7.5,15,19,18,18,20,19,109,90,49,47,44,39,36,104,41,41,43,46,50,25.5,NA,NA,13,10 or more,block12,FALSE
IT_Bari,12m10g24,male,24,18,musician,Italy,Bari University - Department of Education Psychology and Communication,14n07a25,NA,51,0.8947368421052632,21,10.5,10,42,21,5.5,4.5,5.5,4,19.5,14,15,16,14,12,14,15,86,71,36,48,41,26,30,85,38,36,46,31,44,42,NA,NA,13,10 or more,block12,TRUE
IT_Bari,13m01m22,female,22,16,musician,Italy,Bari University - Department of Education Psychology and Communication,6n25e22,NA,56,0.9824561403508771,16,8,10.5,36.5,6,8,8,3.5,5.5,25,17,19,20,20,13,20,17,109,92,47,60,45,40,43,115,50,51,56,36,60,33.5,NA,NA,11,10 or more,block12,TRUE
IT_Bari,14m21g21,female,21,15,musician,Italy,Bari University - Department of Education Psychology and Communication,3n01m20,NA,47,0.8245614035087719,16,8,8,27.5,20,6.5,7,5,7,25.5,19,19,20,20,18,19,18,114,96,53,46,45,37,30,96,42,41,47,44,47,51.5,NA,NA,10,10 or more,block12,TRUE
IT_Bari,15m19f20,male,20,15,musician,Italy,Bari University - Department of Education Psychology and Communication,2n25m20,NA,52,0.9122807017543859,19,8.5,10,27,26,9,6,9.5,8,32.5,23.5,18,20,16,14,19,16,103,87,54,56,45,38,33,101,41,39,42,19,53,61,NA,NA,12,10 or more,block12,TRUE
IT_Bari,16m09f29,male,29,20,musician,Italy,Bari University - Department of Education Psychology and Communication,16n22a28,NA,45,0.7894736842105263,14,12,7,21,21,7,6,5.5,7.5,26,19,18,16,16,15,16,17,98,81,46,60,42,41,28,95,41,31,41,44,37,11,NA,NA,12,10 or more,block12,TRUE
IT_Bari,17m07l25,male,25,19,musician,Italy,Bari University - Department of Education Psychology and Communication,11n10a26,NA,44,0.7719298245614035,11,11.5,8.5,32,26,8,5,4,5.5,22.5,14.5,11,16,14,16,16,14,87,73,36,42,40,35,34,89,38,44,40,36,44,44,NA,NA,13,10 or more,block12,FALSE
IT_Bari,18m10v24,female,24,18,musician,Italy,Bari University - Department of Education Psychology and Communication,19n19a24,NA,47,0.8245614035087719,18,7,7.5,19.5,17,7.5,8,7,7.5,30,22.5,20,20,20,15,20,20,115,95,61,60,45,41,48,118,45,57,48,34,60,39.5,NA,NA,11,10 or more,block12,TRUE
IT_Bari,19m17m23,male,23,17,musician,Italy,Bari University - Department of Education Psychology and Communication,15n23m24,NA,43,0.7543859649122807,19,13,9,32.5,23,8,7.5,8.5,8,32,24,17,20,20,20,16,20,113,93,52,54,43,40,28,94,29,48,43,49,58,44.5,NA,NA,12,10 or more,block12,TRUE
IT_Bari,20m15m21,male,21,15,musician,Italy,Bari University - Department of Education Psychology and Communication,NA,NA,48,0.8421052631578947,21,13,12,25,27,10,6,6.5,7,29.5,19.5,20,18,20,16,17,17,108,91,58,48,44,38,40,104,45,41,29,53,53,32.5,NA,NA,10,10 or more,block12,TRUE
IT_Bari,21m09a21,male,21,15,musician,Italy,Bari University - Department of Education Psychology and Communication,9n01g20,NA,46,0.8070175438596491,26,10,9.5,28,26,5.5,6.5,4.5,8,24.5,19,17,18,18,17,17,13,100,87,50,49,39,40,38,97,39,37,37,29,41,31.5,NA,NA,10,10 or more,block12,FALSE
IT_Bari,1n21m19,female,19,13,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,5m03l20,NA,39,0.6842105263157895,21,10,10.5,21.5,16,5.5,4,4,6,19.5,14,17,20,20,20,19,20,116,96,45,40,7,40,35,64,47,52,55,31,56,29.5,NA,NA,NA,0,block12,TRUE
IT_Bari,2n25m20,male,20,15,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,15m19f20,NA,50,0.8771929824561403,24,11,7.5,4.5,29,4,4,4,6,18,14,14,16,16,8,11,5,70,65,23,42,7,27,21,42,33,41,42,27,52,55.5,NA,NA,NA,0,block12,TRUE
IT_Bari,3n01m20,female,20,14,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,14m21g21,NA,46,0.8070175438596491,19,13,9,21.5,23,5,4,5,5.5,19.5,14.5,14,19,19,19,20,18,109,91,37,48,7,37,22,58,33,49,33,40,49,52,NA,NA,NA,0,block12,TRUE
IT_Bari,4n06r28,female,28,21,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,2m31b28,NA,54,0.9473684210526315,34,10,11.5,30.5,19,5,3.5,6.5,7,22,17,6,13,13,15,8,6,61,55,17,36,13,26,14,33,35,47,40,48,37,36,1,5,NA,1,block12,TRUE
IT_Bari,5n24p27,female,27,21,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,7m02g27,NA,54,0.9473684210526315,21,11,7.5,20,8,3,4,7,6,20,17,17,18,20,20,18,15,108,93,38,42,9,38,23,57,45,45,57,37,46,26,NA,NA,NA,0,block12,TRUE
IT_Bari,6n25e22,female,22,16,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,13m01m22,NA,49,0.8596491228070176,22,9.5,6.5,25.5,24,7,2.5,6,6,21.5,14.5,18,20,20,20,18,20,116,96,49,50,10,40,37,79,32,43,49,49,57,47.5,NA,NA,NA,0,block12,TRUE
IT_Bari,7n30a22,female,22,16,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,9m07c22,NA,45,0.7894736842105263,12,12.5,10,24,22,4.5,4.5,6,5.5,20.5,16,10,12,15,17,14,7,75,68,29,51,7,37,36,69,37,44,40,42,41,11,NA,NA,NA,0,block12,TRUE
IT_Bari,8n18d22,male,22,16,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,4m13f23,NA,47,0.8245614035087719,28,11,8.5,21.5,25,4,4.5,5.5,6,20,16,15,16,16,16,16,15,94,79,34,47,11,35,26,66,32,53,33,43,43,23.5,NA,NA,NA,0,block12,TRUE
IT_Bari,9n01g20,male,20,14,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,21m09a21,NA,43,0.7543859649122807,11,7.5,5.5,18,6,5.5,5.5,5.5,6.5,23,17.5,14,17,18,17,16,16,98,82,42,51,16,41,32,80,33,45,44,19,52,31.5,1,4,NA,1,block12,FALSE
IT_Bari,10n02v21,female,21,15,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,6m11j22,NA,46,0.8070175438596491,14,7,8,18.5,-7,3.5,5,8,6,22.5,19,11,14,16,17,12,10,80,70,28,23,7,35,11,28,37,39,29,44,51,37,NA,NA,NA,0,block12,TRUE
IT_Bari,11n10a26,male,26,19,nonmusician,Italy,Bari University - Department of Education Psychology and Communication,17m07l25,NA,52,0.9122807017543859,21,9.5,7,32,10,9,4.5,8,8,29.5,20.5,16,20,18,20,16,18,108,90,46,61,22,36,42,94,41,51,54,19,53,66,1,1,NA,0.5,block12,FALSE
